ball_num,comment,datetime
91.2,"Ishant to Hazlewood, no run, fuller ball and attacking the sticks, Hazlewood goes for the drive and inside-edges it to mid-on","Dec 17, 2018 11:44:29 AM"
91.1,"Ishant to Hazlewood, no run, full and going away at 134.2kph, Hazlewood pushes and gets beaten on the outside edge","Dec 17, 2018 11:43:50 AM"
90.6,"Shami to Starc, <b>FOUR</b>, full on the pads and Starc takes heavy toll of it. No feet movement, but Starc uses his wrists to flick it away behind square on the leg-side. The man in the deep was too fine. The final wicket partnership is now worth 20 runs","Dec 17, 2018 11:42:42 AM"
90.5,"Shami to Starc, no run, away-seaming back of a length delivery, Starc stands tall and has a waft at it, fails to make contact","Dec 17, 2018 11:42:02 AM"
90.4,"Shami to Hazlewood, 1 run, tad fuller and induces the outside edge of Hazlewood who plays away from the body. Falls short of the gully fielder, who couldn't stop it cleanly - courtesy an awkward bounce","Dec 17, 2018 11:41:23 AM"
90.3,"Shami to Hazlewood, no run, better from Shami. On a good length around the fifth/sixth stump line, Hazlewood pokes and misses","Dec 17, 2018 11:40:40 AM"
90.2,"Shami to Hazlewood, <b>FOUR</b>, wow! That's a good shot from the No. 11. Stays leg-side of the ball and arches his back to nicely steer this shortish ball through backward point. Got it off the middle","Dec 17, 2018 11:40:02 AM"
90.1,"Shami to Hazlewood, no run, another play and a miss! Length ball decking away, Hazlewood drives sans any feet movement and misses","Dec 17, 2018 11:39:44 AM"
89.6,"Ishant to Starc, byes, <b>FOUR</b>, loose from Ishant Sharma, handy runs for Australia. Darts a length ball way down leg and Pant can't even get close to it despite a dive. Misses everyone and runs away to the fence","Dec 17, 2018 11:38:46 AM"
89.5,"Ishant to Starc, no run, seaming away from a length, Starc backs away and has a push at it, once again misses the outside nick","Dec 17, 2018 11:37:54 AM"
89.4,"Ishant to Starc, no run, short ball wide of off, Starc ignores","Dec 17, 2018 11:37:15 AM"
89.3,"Ishant to Starc, no run, Starc stays leg-side of the ball and pokes at this short of length delivery just outside off, beaten on the outside edge","Dec 17, 2018 11:36:38 AM"
89.2,"Ishant to Hazlewood, 1 run, loud applause for a single. Hazlewood moves leg-side and guides this back of a length delivery to third man","Dec 17, 2018 11:36:04 AM"
89.1,"Ishant to Hazlewood, no run, shortish delivery at 131.5kph, a backing away Hazlewood defends it on the off-side","Dec 17, 2018 11:35:34 AM"
88.6,"Shami to Starc, <b>FOUR</b>, backs away does Starc and thwacks the ball over mid-off for a four. Did not time it but got enough wood on it to send it away. Aussies will take it with open arms","Dec 17, 2018 11:31:25 AM"
88.5,"Shami to Hazlewood, 1 run, backs away and clumsily taps the ball out into the off-side for a single. Hazlewood was all over the place trying to fend that","Dec 17, 2018 11:30:51 AM"
88.4,"Shami to Hazlewood, no run, looks to throw his bat outside off and misses","Dec 17, 2018 11:30:02 AM"
88.3,"Shami to Hazlewood, no run, backs away and looks to punch it, misses","Dec 17, 2018 11:29:24 AM"
88.2,"Shami to Starc, 1 run, banged in and has been nudged away into the on-side off the back foot for a single","Dec 17, 2018 11:28:52 AM"
88.1,"Shami to Starc, no run, pings in the short ball outside off and has been left alone","Dec 17, 2018 11:28:07 AM"
87.6,"Bumrah to Hazlewood, no run, Hazlewood hangs back and pushes the ball out into the off-side","Dec 17, 2018 11:26:53 AM"
87.5,"Bumrah to Hazlewood, no run, the fiesty yorker! Hazlewood stays rooted in his crease and digs the ball out into the on-side","Dec 17, 2018 11:26:21 AM"
87.4,"Bumrah to Hazlewood, no run, the short ball dished out and Hazlewood had enough time to sit under it","Dec 17, 2018 11:25:52 AM"
87.3,"Bumrah to Hazlewood, no run, backs away again and taps the back of a length delivery into the off-side","Dec 17, 2018 11:25:17 AM"
87.2,"Bumrah to Hazlewood, no run, another glorious drive attempted outside off and has been missed","Dec 17, 2018 11:24:46 AM"
87.1,"Bumrah to Hazlewood, no run, looks to back away and punch it, misses","Dec 17, 2018 11:24:16 AM"
86.6,"Shami to Starc, no run, bangs the ball in again and Starc meets it with a duck followed by a smile. Is it also a hint that my time will come?","Dec 17, 2018 11:23:15 AM"
86.5,"Shami to Lyon, <b>out</b> Caught by Hanuma Vihari!! And the blow on to the helmet the previous ball has worked. After the boundary on the first ball, Kohli had a deep point in place. Shami banged it in again and Lyon backed away to slice it. And guess what? The man positioned at deep point comes in and takes an easy catch. <b>Shami has a 6-fer now. Career best figures for him.</b> <b>Lyon c Hanuma Vihari b Shami 5(10) [4s-1]</b>","Dec 17, 2018 11:21:32 AM"
86.4,"Shami to Lyon, no run, that was venomous! Gosh. The sound the ball made when it jammed into the helmet was scary. Shami had not liked the cut shot played earlier in the over and banged it in. Lyon was backing away again but Shami went for the head this time and pinged the helmet. The Indian players, led by Kohli, checked on Lyon who seems to be ok. But as per the formalities in case of a blow to the helmet, the physio is out there checking on him","Dec 17, 2018 11:17:14 AM"
86.3,"Shami to Lyon, no run, fuller ball and has been toe-ended into the off-side. The man at mid-off picks the ball up","Dec 17, 2018 11:16:32 AM"
86.2,"Shami to Lyon, no run, looks to do the same thing again and misses. That darted in a bit from a shorter length and Lyon was backing away but missed the cut","Dec 17, 2018 11:15:57 AM"
86.1,"Shami to Lyon, <b>FOUR</b>, short ball, Lyon throws his bat at it and swords the ball over point for a four. Never tried to keep it down","Dec 17, 2018 11:15:24 AM"
85.6,"Bumrah to Starc, no run, looks to back away awkwardly and punch it, misses. Bumrah continues to be the tireless assassin","Dec 17, 2018 11:14:14 AM"
85.5,"Bumrah to Starc, no run, and again, the bigggggggg heave and miss","Dec 17, 2018 11:13:40 AM"
85.4,"Bumrah to Starc, no run, Starc seems to be saving his fingers for the moment. That was pinged in short, it angled in and Starc danced back to poke and miss it. Not at all getting in line with the ball","Dec 17, 2018 11:13:10 AM"
85.3,"Bumrah to Starc, no run, shorter delivery outside off and has been left alone","Dec 17, 2018 11:12:40 AM"
85.2,"Bumrah to Lyon, 1 run, stays behind the line of the ball this time and tucks it behind square for a single","Dec 17, 2018 11:11:52 AM"
85.1,"Bumrah to Lyon, no run, goes for the big heave and misses. Tried hoicking it across the line","Dec 17, 2018 11:11:16 AM"
84.6,"Shami to Starc, no run, poky attempt from the crease sans any feet and it again beats the outer edge","Dec 17, 2018 11:10:20 AM"
84.5,"Shami to Starc, no run, looks to throw his bat at another wide ball and misses. Did not miss the outer edge by much","Dec 17, 2018 11:09:42 AM"
84.4,"Shami to Starc, no run, he is just toying with the swing here. This time gets the ball go away and Starc comes up with a tame poke which misses the ball by a mile","Dec 17, 2018 11:09:08 AM"
84.3,"Shami to Starc, no run, stabs the ball outside off and the ball dies down after kissing the turf. It was in the vicinity of the sticks but Starc was all aware of the whereabouts of the ball","Dec 17, 2018 11:08:30 AM"
84.2,"Shami to Starc, no run, Starc does not want to get in line with the ball there. Looks to throw his bat at it and misses","Dec 17, 2018 11:07:47 AM"
84.1,"Shami to Starc, no run, bangs the ball in short and Starc sways away from it","Dec 17, 2018 11:07:20 AM"
83.6,"Bumrah to Lyon, leg byes, <b>FOUR</b>, that was a wild delivery. Misses the yorker again and strays on to the pads. Lyon misses the leg-sidish swish but gets the pad to make contact and send the ball past the dive of Pant for a four","Dec 17, 2018 11:06:20 AM"
83.5,"Bumrah to Lyon, no run, low full toss outside off and swung away to beat the push drive. The bowler I guess went for the yorker and missed his mark","Dec 17, 2018 11:05:35 AM"
83.4,"Bumrah to Lyon, no run, gets sucked into a full and wide ball, beaten","Dec 17, 2018 11:04:59 AM"
83.3,"Bumrah to Pat Cummins, <b>out</b> Bowled!! And the low bounce comes into play now. Pat Cummins looks to stand up to the short of length ball but the ball keeps perilously low for the woodwork to be shattered. Pat Cummins had no chance. No batsman stood a chance against that beastly act from the deck. The demons in the wicket have woken up. They have the batsman under a spell for the moment being. First the barrage of bouncers and now the roll of the dice. <b>Pat Cummins b Bumrah 1(6)</b>","Dec 17, 2018 11:02:35 AM"
83.2,"Bumrah to Pat Cummins, no run, gosh! This is unplayable. The batsman is squared up and the ball flies past the outer edge","Dec 17, 2018 11:01:58 AM"
83.1,"Bumrah to Pat Cummins, no run, bangs the ball in and Pat Cummins ducks under it","Dec 17, 2018 11:01:30 AM"
82.6,"Shami to Starc, no run, fuller and luring, Starc throws the kitchen sink and also the pile of utensils on top of it but only gets a whiff of air in the bargain","Dec 17, 2018 11:00:21 AM"
82.5,"Shami to Starc, no run, what a take from Pant! He leapt up like a leopard would on its prey. That too one handed. The left one. Banged in short and the ball kept climbing after it passed the batsman to test the keeper","Dec 17, 2018 10:59:40 AM"
82.4,"Shami to Starc, no run, fuller and wider, that was the sucker delivery and Starc throws his bat at it to miss it","Dec 17, 2018 10:58:54 AM"
82.3,"Shami to Starc, no run, happy to play the short ball well inside the line of the ball","Dec 17, 2018 10:58:07 AM"
82.2,"Shami to Starc, no run, was that a bird or a kite? Flies away well outside off for the keeper to apply the brakes by pouching it","Dec 17, 2018 10:57:36 AM"
82.1,"Shami to Khawaja, <b>out</b> Caught by Pant!! Bumps in the short ball and the perfume ball has spread its aroma all over the southpaw. Khawaja looks to fend that short ball from round the wicket and got a faint tickle off the glove for Pant to take it. India are amongst the wickets all of a sudden after a quiet first session. Brute of a ball though. The angle into him ensured he had to play at it and the dangling prod outside off did not help as that might have straightened a bit as well to force the batsman into a reverse C. <b>Khawaja c Pant b Shami 72(213) [4s-5]</b>","Dec 17, 2018 10:55:13 AM"
82.1,"Shami to Khawaja, <b>wide</b>, Shami continues with his bumper ploy. This was wide of off and it was too high as well","Dec 17, 2018 10:54:24 AM"
81.6,"Bumrah to Pat Cummins, no run, that slips out of his hand and the umpire also deemed it below the waist height. The batsman was taken aback by it and missed it","Dec 17, 2018 10:53:24 AM"
81.5,"Bumrah to Khawaja, 1 run, bangs the ball in. Cramps the batsman for room and Khawaja was late on the pull. Gets it away into the on-side for a single","Dec 17, 2018 10:52:27 AM"
81.4,"Bumrah to Khawaja, no run, and again, angles in from round the wicket and has been left alone","Dec 17, 2018 10:51:45 AM"
81.3,"Bumrah to Khawaja, no run, shoulders arms to a delivery decking from outside off","Dec 17, 2018 10:51:12 AM"
81.2,"Bumrah to Khawaja, no run, fuller ball and has been yorked out into the off-side","Dec 17, 2018 10:50:39 AM"
81.1,"Bumrah to Khawaja, no run, stays behind the line of the ball and blocks it","Dec 17, 2018 10:50:06 AM"
80.6,"Shami to Pat Cummins, no run, another body blow. Literally. That was banged in and Pat Cummins was trying to duck but got into a tangle and the ball thrusted into his arm. Does not flinch though","Dec 17, 2018 10:48:41 AM"
80.5,"Shami to Khawaja, 3 runs, leans into the drive and crisps the drive through the covers for a triple","Dec 17, 2018 10:48:01 AM"
80.4,"Shami to Khawaja, no run, length delivery decking in and has been stabbed back to the bowler","Dec 17, 2018 10:47:07 AM"
80.3,"Shami to Khawaja, no run, sharp in-ducker and has been turned away into the mid-wicket region","Dec 17, 2018 10:46:31 AM"
80.2,"Shami to Khawaja, no run, bangs it in outside off and Khawaja ignores that","Dec 17, 2018 10:45:49 AM"
80.1,"Shami to Pat Cummins, 1 run, length delivery zoning around the off-stump and has been stabbed out into the off-side for a single. Gets off the mark and ensures Shami does not get the hat-trick as well","Dec 17, 2018 10:44:54 AM"
79.6,"Bumrah to Khawaja, no run, length delivery and has been blocked out into the off-side","Dec 17, 2018 10:43:26 AM"
79.5,"Bumrah to Khawaja, no run, shorter ball, skids on and Khawaja is late on the pull. And also I think he chose the wrong length as well. Don't think it was that short","Dec 17, 2018 10:42:55 AM"
79.4,"Bumrah to Khawaja, no run, little bit of swing and seam still available. This time closer to the sticks and Khawaja sees the line before letting it go. Khawaja is the key from here on","Dec 17, 2018 10:42:20 AM"
79.3,"Bumrah to Khawaja, no run, fuller ball and has been push driven away to mid-on","Dec 17, 2018 10:41:50 AM"
79.2,"Bumrah to Khawaja, no run, stays behind the line of the ball and pushes it away into the off-side","Dec 17, 2018 10:41:18 AM"
79.1,"Bumrah to Khawaja, no run, and almost another wicket..fuller ball outside off and lures the batsman into a push drive. Beaten outside off","Dec 17, 2018 10:40:53 AM"
78.6,"Shami to Finch, <b>out</b> Caught by Pant!! That is another one down. The short ball does the trick again. The perfume ball goes a little down leg and Finch fails to get his glove out of the way. Pant behind the sticks takes it easily to his left. Shami is on a hat-trick. That was another very well directed bouncer and more importantly at a height that the batsman can't ignore or duck. <b>Finch c Pant b Shami 25(31) [4s-5]</b>","Dec 17, 2018 10:38:59 AM"
78.5,"Shami to Paine, <b>out</b> Caught by Kohli!! That is one heck of a delivery. Climbs up on to the throat of the batsman, who leapt up in the air thanks to the disconcerting bounce and ended up gloving it. The ball lobbed up and Kohli at second slip took an easy catch. India finally manage a breakthrough but it has taken a lot of time for that to come. <b>Paine c Kohli b Shami 37(116) [4s-4]</b>","Dec 17, 2018 10:36:31 AM"
78.5,"Shami to Paine, <b>wide</b>, bangs the ball in short and it goes over the head of the batsman for it to be wided","Dec 17, 2018 10:35:47 AM"
78.4,"Shami to Paine, no run, little fuller and angling in, Paine lets it go outside off","Dec 17, 2018 10:34:53 AM"
78.3,"Shami to Paine, no run, taps the ball away into the covers off the back foot","Dec 17, 2018 10:34:15 AM"
78.2,"Shami to Khawaja, 1 run, angles the ball in and Khawaja tucks the ball away into the on-side for a quick single","Dec 17, 2018 10:33:35 AM"
78.1,"Shami to Khawaja, no run, length delivery dangling in and has been pushed away into the off-side","Dec 17, 2018 10:32:57 AM"
77.6,"Ishant to Paine, no run, defended and that will be <b>lunch</b>","Dec 17, 2018 9:53:15 AM"
77.5,"Ishant to Paine, no run, oh in the air but wide of short mid-wicket, fullish delivery on the leg stump, looked like the leg-cutter, Paine mistimed the flick, leading edge didn't go to hand luckily","Dec 17, 2018 9:52:44 AM"
77.4,"Ishant to Khawaja, 1 run, too straight and Khawaja tickles it to fine leg","Dec 17, 2018 9:51:34 AM"
77.3,"Ishant to Khawaja, no run, moves across to this fullish ball and flicks to mid-wicket","Dec 17, 2018 9:50:52 AM"
77.2,"Ishant to Khawaja, no run, full and outside off stump, Khawaja lets it go","Dec 17, 2018 9:50:13 AM"
77.1,"Ishant to Khawaja, no run, good length delivery outside off stump, Khawaja lets it go","Dec 17, 2018 9:49:19 AM"
76.6,"Shami to Paine, no run, full in length and outside off stump, Paine covers the stumps and lets it go","Dec 17, 2018 9:47:57 AM"
76.5,"Shami to Paine, no run, defended off the back foot to cover","Dec 17, 2018 9:47:20 AM"
76.4,"Shami to Paine, no run, short delivery outside off stump, Paine drops his wrists and lets it go","Dec 17, 2018 9:46:41 AM"
76.3,"Shami to Paine, no run, full delivery outside off stump, Paine defends to mid-off","Dec 17, 2018 9:46:07 AM"
76.2,"Shami to Paine, no run, short of length delivery on the off stump, Paine defends off the back foot","Dec 17, 2018 9:45:30 AM"
76.1,"Shami to Khawaja, 1 run, defended to backward point for a run","Dec 17, 2018 9:44:51 AM"
75.6,"Hanuma Vihari to Paine, no run, another one that's very wide, ignored","Dec 17, 2018 9:43:52 AM"
75.5,"Hanuma Vihari to Paine, no run, defended off the back foot","Dec 17, 2018 9:43:39 AM"
75.4,"Hanuma Vihari to Paine, no run, now the line is a little closer to the off stump, Paine lets it go","Dec 17, 2018 9:43:24 AM"
75.3,"Hanuma Vihari to Paine, <b>FOUR</b>, can't bowl full and wide outside off stump without deep cover, Paine reaches out and drills it hard along the ground","Dec 17, 2018 9:42:52 AM"
75.2,"Hanuma Vihari to Khawaja, 1 run, very full, driven to long-off","Dec 17, 2018 9:42:28 AM"
75.1,"Hanuma Vihari to Paine, 1 run, full and wide outside off stump, Paine drives it to sweeper cover","Dec 17, 2018 9:41:57 AM"
74.6,"Shami to Khawaja, no run, good length delivery on the off stump, Khawaja defends it towards cover","Dec 17, 2018 9:41:06 AM"
74.5,"Shami to Khawaja, no run, covers the stumps and lets this length ball go","Dec 17, 2018 9:40:24 AM"
74.4,"Shami to Khawaja, no run, full delivery outside off stump, Khawaja lets it go","Dec 17, 2018 9:39:43 AM"
74.3,"Shami to Khawaja, no run, fullish delivery angled in, Khawaja defends off the front foot","Dec 17, 2018 9:39:07 AM"
74.2,"Shami to Khawaja, no run, left alone","Dec 17, 2018 9:38:27 AM"
74.1,"Shami to Khawaja, no run, beaten, short of length delivery outside off stump, Khawaja tries to defend but the ball beats the bat because of the bounce","Dec 17, 2018 9:37:48 AM"
73.6,"Hanuma Vihari to Paine, no run, defended to mid-wicket","Dec 17, 2018 9:37:05 AM"
73.5,"Hanuma Vihari to Paine, no run, that's wide outside off stump again","Dec 17, 2018 9:36:51 AM"
73.4,"Hanuma Vihari to Paine, no run, defended off the back foot","Dec 17, 2018 9:36:35 AM"
73.3,"Hanuma Vihari to Paine, no run, wide outside off stump, Paine defends towards point","Dec 17, 2018 9:36:22 AM"
73.2,"Hanuma Vihari to Paine, no run, spinning back in, Paine covers the stumps and lets it go","Dec 17, 2018 9:36:07 AM"
73.1,"Hanuma Vihari to Khawaja, 1 run, very full and on the stumps, flicked to long-on","Dec 17, 2018 9:35:44 AM"
72.6,"Shami to Paine, no run, good length delivery outside off stump, left alone","Dec 17, 2018 9:34:53 AM"
72.5,"Shami to Paine, <b>FOUR</b>, short and wide, there's the freebie ball of the over and Paine doesn't miss out. Cuts well and hits it through backward point, third man had no chance of stopping that ball","Dec 17, 2018 9:34:20 AM"
72.4,"Shami to Paine, no run, another short ball, Paine not playing at it","Dec 17, 2018 9:33:41 AM"
72.3,"Shami to Paine, no run, short ball, Paine sways away","Dec 17, 2018 9:33:04 AM"
72.2,"Shami to Paine, no run, watchfully defended into the off-side","Dec 17, 2018 9:32:31 AM"
72.1,"Shami to Paine, no run, good length delivery just outside off stump, Paine defends off the front foot","Dec 17, 2018 9:31:55 AM"
71.6,"Hanuma Vihari to Paine, 1 run, very full and outside off stump, square-driven to deep point","Dec 17, 2018 9:30:35 AM"
71.5,"Hanuma Vihari to Khawaja, 1 run, shortish in length, Khawaja punches it to point","Dec 17, 2018 9:30:13 AM"
71.4,"Hanuma Vihari to Khawaja, no run, late-cut to short third man","Dec 17, 2018 9:29:51 AM"
71.3,"Hanuma Vihari to Khawaja, no run, nicely bowled flighted delivery on the off stump, Khawaja defends","Dec 17, 2018 9:29:37 AM"
71.2,"Hanuma Vihari to Khawaja, no run, excellent diving save to the left by Kohli at cover, Khawaja drove that really well","Dec 17, 2018 9:29:27 AM"
71.1,"Hanuma Vihari to Paine, 1 run, low full toss outside off stump, Paine drives it to long-off","Dec 17, 2018 9:29:04 AM"
70.6,"Bumrah to Paine, 1 run, full ball on the off stump, Paine flicks it to the right of mid-on","Dec 17, 2018 9:28:02 AM"
70.5,"Bumrah to Paine, no run, short and wide outside off stump, left alone","Dec 17, 2018 9:27:27 AM"
70.4,"Bumrah to Paine, no run, short of length delivery on the off stump, Paine defends off the back foot","Dec 17, 2018 9:26:50 AM"
70.3,"Bumrah to Khawaja, 1 run, full delivery angled in, Khawaja fails to connect with the flick properly, gets an inside edge onto pad, the ball rolls to backward square leg","Dec 17, 2018 9:26:21 AM"
70.2,"Bumrah to Khawaja, no run, defended into the on-side","Dec 17, 2018 9:25:36 AM"
70.1,"Bumrah to Paine, 1 run, goes for the yorker again, but bowls a low full toss, mistimed flick to deep mid-wicket","Dec 17, 2018 9:24:29 AM"
69.6,"Hanuma Vihari to Paine, 1 run, moves across outside off stump, Paine drives it to deep cover","Dec 17, 2018 9:23:30 AM"
69.5,"Hanuma Vihari to Paine, no run, oh tries to play the drive and almost nicks off to the keeper","Dec 17, 2018 9:23:05 AM"
69.4,"Hanuma Vihari to Khawaja, 1 run, very full and outside off stump, Khawaja digs it out to cover","Dec 17, 2018 9:22:48 AM"
69.3,"Hanuma Vihari to Khawaja, no run, left alone again","Dec 17, 2018 9:22:28 AM"
69.2,"Hanuma Vihari to Khawaja, no run, shortish delivery outside off stump, Khawaja cuts it to backward point","Dec 17, 2018 9:22:15 AM"
69.1,"Hanuma Vihari to Paine, 1 run, very full and wide outside off stump, Paine drives it to cover","Dec 17, 2018 9:21:53 AM"
68.6,"Bumrah to Khawaja, no run, oh there's the slower delivery, Khawaja didn't read that, tried to block and the ball flew past the bat","Dec 17, 2018 9:21:00 AM"
68.5,"Bumrah to Khawaja, no run, tried the bouncer there, but it was sprayed down the leg-side","Dec 17, 2018 9:20:22 AM"
68.4,"Bumrah to Khawaja, no run, fullish and outside off stump, Khawaja shoulders arms","Dec 17, 2018 9:19:46 AM"
68.3,"Bumrah to Khawaja, no run, <b>beaten</b>! Khawaja wanted to defend this short of length delivery, but it left him late off the pitch","Dec 17, 2018 9:19:13 AM"
68.2,"Bumrah to Khawaja, no run, that's a good leave, not too far away from the off stump, Khawaja did well to cover the stumps and let it pass though","Dec 17, 2018 9:18:40 AM"
68.1,"Bumrah to Khawaja, no run, nice yorker from round the wicket, Khawaja digs it out","Dec 17, 2018 9:18:11 AM"
67.6,"Hanuma Vihari to Paine, no run, oh what was that from Hanuma Vihari? He's an offie, but this has pitched and turned away from Paine, almost taking the edge of the bat","Dec 17, 2018 9:17:08 AM"
67.5,"Hanuma Vihari to Paine, no run, full and outside off stump, ignored","Dec 17, 2018 9:16:52 AM"
67.4,"Hanuma Vihari to Khawaja, 3 runs, now that is excellent batting, there was two fielders close behind point, but Khawaja has pierced them perfectly with this cut shot","Dec 17, 2018 9:16:28 AM"
67.3,"Hanuma Vihari to Paine, 1 run, very full and wide outside off stump, Paine square-drives the ball through point","Dec 17, 2018 9:15:50 AM"
67.2,"Hanuma Vihari to Khawaja, 1 run, very full delivery outside off stump, Khawaja taps it to the right of cover, Kohli attacks the ball and has a shy but Paine was home","Dec 17, 2018 9:15:16 AM"
67.1,"Hanuma Vihari to Khawaja, no run, wide outside off stump, left alone","Dec 17, 2018 9:14:56 AM"
66.6,"Bumrah to Paine, no run, defended from the crease, what a lovely over that was from Bumrah. Kept Paine on the toes and gave nothing away","Dec 17, 2018 9:14:14 AM"
66.5,"Bumrah to Paine, no run, fullish delivery outside off stump, Paine watchfully defends to cover","Dec 17, 2018 9:13:41 AM"
66.4,"Bumrah to Paine, no run, big inside edge onto boot saves Paine there, low full toss, Paine failed to connect with the flick properly, but for the edge, he would have been a goner","Dec 17, 2018 9:13:08 AM"
66.3,"Bumrah to Paine, no run, short of length delivery on the off stump, Paine defends off the back foot","Dec 17, 2018 9:12:14 AM"
66.2,"Bumrah to Paine, no run, short of length delivery on the off stump, Paine defends off the back foot","Dec 17, 2018 9:11:43 AM"
66.1,"Bumrah to Paine, no run, beaten first ball of the new spell. Bumrah hops in his run up and bangs it into the pitch around the short of a the length region, Paine went for the pull but was totally foxed by the steep bounce","Dec 17, 2018 9:11:11 AM"
65.6,"Hanuma Vihari to Paine, 1 run, cut away to the right of backward point, Umesh dives and saves a few","Dec 17, 2018 9:10:11 AM"
65.5,"Hanuma Vihari to Paine, no run, this time Paine doesn't bother playing at this wide one","Dec 17, 2018 9:09:49 AM"
65.4,"Hanuma Vihari to Paine, no run, oh again low bounce, short ball, Paine was shaping up for the cut shot, beaten completely by the lack of bounce","Dec 17, 2018 9:09:35 AM"
65.3,"Hanuma Vihari to Khawaja, 1 run, full and outside off stump, Khawaja drives it to cover","Dec 17, 2018 9:09:01 AM"
65.2,"Hanuma Vihari to Khawaja, no run, again the shorter length wide outside off stump, Khawaja isn't keen on playing at those","Dec 17, 2018 9:08:39 AM"
65.1,"Hanuma Vihari to Khawaja, no run, fired wide outside off stump, left alone","Dec 17, 2018 9:08:28 AM"
64.6,"U Yadav to Khawaja, 3 runs, overpitched and Khawaja is there perfectly in position to drive off the front foot through cover","Dec 17, 2018 9:07:17 AM"
64.5,"U Yadav to Khawaja, no run, good length delivery outside off stump, Khawaja lets it go","Dec 17, 2018 9:06:35 AM"
64.5,"U Yadav to Khawaja, <b>wide</b>, oh big bouncer and Pant did really well to jump high and stop the ball with one hand, that would have been four extra runs given away. Umesh banged this really short and got it to rise steeply","Dec 17, 2018 9:06:11 AM"
64.4,"U Yadav to Khawaja, no run, short and wide outside off stump, Khawaja not keen on playing those","Dec 17, 2018 9:05:34 AM"
64.3,"U Yadav to Khawaja, no run, defended towards cover","Dec 17, 2018 9:05:05 AM"
64.2,"U Yadav to Khawaja, no run, length ball acres outside off stump, ignored. The speedgun shows <b>156.5kph</b>, but that definitely wasn't quick","Dec 17, 2018 9:04:35 AM"
64.1,"U Yadav to Khawaja, no run, wide outside off stump, left alone","Dec 17, 2018 9:04:05 AM"
63.6,"Ishant to Khawaja, 3 runs, now Khawaja moves across to flick this full ball past mid-wicket and that's a <b>well made fifty</b>, could well be a match-winning knock. He's held the batting together this innings. That's by the way is his <b>14th Test fifty</b>. Finch applauds from the dressing room and he's fit to bat today","Dec 17, 2018 9:03:18 AM"
63.5,"Ishant to Khawaja, no run, this is very very interesting, the ball is keeping low all of a sudden, danger signs for India. Fullish delivery just outside off stump, probably hit the crack, the ball sneaks under Khawaja's bat and it was so close to the sticks","Dec 17, 2018 9:02:20 AM"
63.4,"Ishant to Khawaja, no run, nice full delivery on the off stump, Khawaja flicks it to the left of mid-on","Dec 17, 2018 9:01:39 AM"
63.3,"Ishant to Khawaja, no run, again not bouncing much, short of length delivery on the off stump, Khawaja defends it back to the bowler","Dec 17, 2018 9:00:59 AM"
63.2,"Ishant to Khawaja, no run, oh this one has kept low, but it's wide outside off stump for Khawaja to be concerned, beat the bat though as he tried to defend","Dec 17, 2018 9:00:18 AM"
63.1,"Ishant to Khawaja, no run, good length delivery around the off stump, Khawaja defends into the off-side","Dec 17, 2018 8:59:41 AM"
62.6,"U Yadav to Paine, no run, again hit on the thigh, this time on the right leg, Paine's got some blows this game. The length ball troubling him there, soft appeal for LBW, but height was issue there","Dec 17, 2018 8:58:56 AM"
62.5,"U Yadav to Paine, no run, short delivery down the leg-side, Paine isn't bothered to play at it","Dec 17, 2018 8:58:27 AM"
62.4,"U Yadav to Khawaja, 1 run, into the pads, Khawaja flicks it through backward square leg","Dec 17, 2018 8:57:52 AM"
62.3,"U Yadav to Khawaja, no run, round the wicket, fullish delivery wide outside off stump, Khawaja covers the sticks and lets it pass","Dec 17, 2018 8:57:16 AM"
62.2,"U Yadav to Paine, leg byes, 1 run, and this one has smashed into the thigh pad, the angle troubling Paine there, good length delivery from Umesh, again a bit of extra bounce, the ball rolls towards square leg and they sneak a leg bye","Dec 17, 2018 8:56:59 AM"
62.1,"U Yadav to Paine, no run, oh that's hit Paine, probably on the glove, and there's a mix-up as well, Khawaja was rushing for a run, but Paine was looking back to see where the ball had gone, so he was in no position to take off. This length ball kicked up off the pitch and surpsied Paine on the defence, the ball rolls beside the pitch","Dec 17, 2018 8:55:59 AM"
61.6,"Ishant to Khawaja, no run, further full and Ishant bowls this wide of off, ignored","Dec 17, 2018 8:55:04 AM"
61.5,"Ishant to Khawaja, no run, full ball at 135.5kph, Khawaja drives well but hits it straight to mid-off","Dec 17, 2018 8:54:26 AM"
61.4,"Ishant to Paine, 1 run, follows that beauty with a very ordinary ball, strays it on the pads, helped on its way to long leg","Dec 17, 2018 8:53:36 AM"
61.3,"Ishant to Paine, no run, fuller in length, angled in and seamed away, there's not much you can do as a batsman. Paine was trying to block and the ball whizzes past the outside edge. That's <i>unplayable!</i>","Dec 17, 2018 8:52:50 AM"
61.2,"Ishant to Paine, no run, moves away a tad off the deck from a length, Paine lets it be","Dec 17, 2018 8:52:10 AM"
61.1,"Ishant to Paine, no run, fuller than a good length ball holding its line outside off, left alone","Dec 17, 2018 8:51:33 AM"
60.6,"U Yadav to Khawaja, no run, brisk nip-backer, swung in towards the left-hander. Khawaja moves across and jabs it to mid-on","Dec 17, 2018 8:46:07 AM"
60.5,"U Yadav to Paine, 1 run, persists with short pitch stuff, aiming at the body. Paine wrists it in front of mid-wicket","Dec 17, 2018 8:45:29 AM"
